동영상 제목,게시일,영상 좋아요 수,댓글,작성자,댓글 작성일,댓글 좋아요 수
"[강서구청장 보궐선거] 정의당 권수정, ""민주당, 구민 안중에도 없는 오만한 공천""_SK broadband 서울뉴스",2023-09-06T09:07:13Z,18,지금도 정의당이 있나? 국짐당하고 합쳐라.,후쿠시마오염수,2023-09-08T00:36:35Z,2
"[강서구청장 보궐선거] 정의당 권수정, ""민주당, 구민 안중에도 없는 오만한 공천""_SK broadband 서울뉴스",2023-09-06T09:07:13Z,18,이번선거는 안봐도 뻔하다 민주당이,후쿠시마오염수,2023-09-08T00:35:36Z,0
"[강서구청장 보궐선거] 정의당 권수정, ""민주당, 구민 안중에도 없는 오만한 공천""_SK broadband 서울뉴스",2023-09-06T09:07:13Z,18,"비겁한 정의당
진정 나라를 생각하는가?
영원히 살아져라  저급당",푸르름,2023-09-07T08:08:04Z,1
"[강서구청장 보궐선거] 정의당 권수정, ""민주당, 구민 안중에도 없는 오만한 공천""_SK broadband 서울뉴스",2023-09-06T09:07:13Z,18,정의없는 정의당 !,전조,2023-09-07T03:51:43Z,3
"[강서구청장 보궐선거] 정의당 권수정, ""민주당, 구민 안중에도 없는 오만한 공천""_SK broadband 서울뉴스",2023-09-06T09:07:13Z,18,정의당 또 헛발질하네..😡 지긋지긋하다  진보 갈라치기해서 김태우 당선시키라는 지령받았니~~,진,2023-09-07T01:45:22Z,0
"[강서구청장 보궐선거] 정의당 권수정, ""민주당, 구민 안중에도 없는 오만한 공천""_SK broadband 서울뉴스",2023-09-06T09:07:13Z,18,"정의가튼소리 하고 자빠졋네.
  너희는  윤시다와 국짐은 탄생시킨 2중대 일뿐이고 너희는 정리돼야할 더런 집단이야~",때쟁이,2023-09-07T01:26:38Z,0
"[강서구청장 보궐선거] 정의당 권수정, ""민주당, 구민 안중에도 없는 오만한 공천""_SK broadband 서울뉴스",2023-09-06T09:07:13Z,18,국힘 2중대 다운 말이네,겨울남자,2023-09-07T01:15:21Z,5
"[강서구청장 보궐선거] 정의당 권수정, ""민주당, 구민 안중에도 없는 오만한 공천""_SK broadband 서울뉴스",2023-09-06T09:07:13Z,18,"이런뉴스 내보내면 왜나라당이 될것 같으냐???
나라망하는 뉴스 많은데 이런뉴스는 내보내네 ㅎㅎㅎ",김소진씨,2023-09-07T01:05:35Z,0
"[강서구청장 보궐선거] 정의당 권수정, ""민주당, 구민 안중에도 없는 오만한 공천""_SK broadband 서울뉴스",2023-09-06T09:07:13Z,18,별 희한한 소리하내 다른 당 공천을 왜 정의당이 ㅎㅎ,핑크복면토끼,2023-09-07T00:45:12Z,1
"[강서구청장 보궐선거] 정의당 권수정, ""민주당, 구민 안중에도 없는 오만한 공천""_SK broadband 서울뉴스",2023-09-06T09:07:13Z,18,ㅋㅋㅋ 결국 국힘 도와즈러 나온 정으당…ㅋㅋㅋ 븅닭들…,전준희,2023-09-07T00:43:03Z,0
"[강서구청장 보궐선거] 정의당 권수정, ""민주당, 구민 안중에도 없는 오만한 공천""_SK broadband 서울뉴스",2023-09-06T09:07:13Z,18,정의당 화이팅,가이버,2023-09-06T23:09:11Z,0
"[강서구청장 보궐선거] 정의당 권수정, ""민주당, 구민 안중에도 없는 오만한 공천""_SK broadband 서울뉴스",2023-09-06T09:07:13Z,18,"정의당. 또 이상한 짓하네.
너희들도 역사의 죄인이야.
너희 당도 양심이 있다면 공천을 포기했어야지.",yeon-soo kim,2023-09-06T22:46:50Z,0
"[강서구청장 보궐선거] 정의당 권수정, ""민주당, 구민 안중에도 없는 오만한 공천""_SK broadband 서울뉴스",2023-09-06T09:07:13Z,18,"ㅡ 곤조, 꼴통이 되어버린 정의당,,
당명 자체가 싫다.",내리가즘,2023-09-06T20:21:11Z,5
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,정으의당은 그냥 끄지라 !!! 그냥 국힘으로 가던가! 간자 샊,ss,2023-10-08T08:50:11Z,0
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,"지역 일꾼 뽑는 선거에 공약은 없고 타당 흑색선전으로 꽉채운 선거 공보물을 보고 저당이 진보정당이라고 누가 생각하겠나? 강서구청장 선거에 왜나온거니? 강서에서 구청장이 되면 뭘 하겠다는 공약을 적는 공보물에 국힘,민주에 대한 흑색선전과 서이초 교사 49제 묵념 사진을 지네 맘데로 흑색선전에 이용한건 진짜 저것들이 진짜 악마가 아닐까하는 생각을 했다. 구청장 후보 선거 공보물이 아니라 흑색선전물이더라. 한 일이 여성 항공승무원들 바지입힌거라는 주민과 관계없는 경력따위에 적어도 진보당 만큼은 뭘하겠다는 것이 있어야하지 않을까? 승무원 출신 후보???  한의사인 진보당의 후보가 매일 구내 방범활동하고 있고 전세사기 피해자 구제활동을 하고 있다는게 훨씬 신선하지 않니?",sp hong,2023-10-06T06:45:47Z,0
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,대선 때 처럼 국힘에 한표 보태줄려고 나온거지.노동현장 전문가시면 지자체가 아닌 노동현장으로 가세요. 고추가루 전문가 오세훈 의 친구,aaBDBLOCKbb,2023-10-03T08:24:13Z,0
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,진보정치가 커야 국짐이 줄어들죠. 민주당으로는 너무 부족했잖아요. 국짐상대로는 너무 빈약하고 보수적이고 기득권에 갇혀있어요.,민중총궐기,2023-09-30T14:38:39Z,0
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,권수정후보 개인은 참신하고 좋습니다만  정의당은 이제 사라질당이라는게 문제입니다 안타갑습니다,체게바라,2023-09-27T15:03:16Z,0
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,"정의당이 될리도 없지만, 민주당표 갈아 먹으면서 국짐당 도와주기 위해서 나오는 정의당의 의도가 궁금하네",최trekking,2023-09-27T08:03:19Z,0
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,"당신은이 그지역을 잘알아도 않돼
정의당이니깐  인물? 정당소속이면
그정당과 운명을같이하는게 당연한거 그냥 돈벌이지말고 정의당  사라지면 국힘이나 민주당에들어갈생각이나하셔여",데커드,2023-09-27T03:36:08Z,0
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,정의당은 그냥 국힘당 2중대 아닌가? 그냥 제발 꺼져주세요.,Danny Korea,2023-09-26T23:03:31Z,1
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,정의당도 기득권에 속함,승리,2023-09-26T09:37:44Z,0
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,우리 뉴스 수박킥도 수박호ㅓ개ㅠ돠가는중인느낌 장윤선 같은 수박주ㅡ둥이 기자를 늘상 등장 ㅅ키고 고비마다 산넘어 불구경하는 느낌들게하고 말정한 좌도 문제도 엊ㅅ는 김난국을 신너게 뭔가 문제 있느냥 까고 유리 신장식도 언제부턴가 기존 언론 자리 셈법에 적당히 타햡하는 느낌도 들고,mwonji,2023-09-25T21:19:54Z,0
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,넌 정의당은 국힘 이중대잖아 까불지 말자,mwonji,2023-09-25T21:17:08Z,1
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,한국인의 정서에  이젠 양당제가   맞다.  무리를  지어  갈라치기 하고  분열  조장하는  다당제는 맞지 않음,kwan .j mang,2023-09-25T21:05:42Z,0
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,댁들이 윤통령 집권하는데 2등공신이잖나? 1등은 진교수,竹槍,2023-09-25T17:48:18Z,0
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,정의당은 꺼져,솔소,2023-09-25T17:18:47Z,1
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,"정의당은 완전 찌그러져라 너희들에겐 기대감 조차 없다.
정의는  눈꼽 만큼도 없는 무늬만 정의당",대자동,2023-09-25T17:18:08Z,1
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,정의당이란 당도 있었어요? 국짐2중대 말하는건가???,Too Cool,2023-09-25T16:38:04Z,1
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,고추가루 뿌리지마라,름메 고드,2023-09-25T16:06:45Z,1
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,개뿔정의는 무슨 나가있어!!!!,동환 서,2023-09-25T15:20:13Z,1
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,"내년에. 국회의원 한명도 나오면 안되는 당
몇명이나 당선되는지 지켜보마.",다레드,2023-09-25T15:15:49Z,5
"강서구청장 정의당 후보 ""양당 기득권 놀이터 안 돼!"" - 권수정, [신장식의 뉴스하이킥], MBC 230925 방송",2023-09-25T11:15:00Z,82,안될거 알면서 외나오지 이번에 확실히 알았다 절대 찍으면 안되는 당이라는걸...,다레드,2023-09-25T15:14:27Z,4
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,진보당에 의해 궤멸될 지어다.,매퀸스티브,2023-10-04T15:50:03Z,1
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,정의없당 즈엉이당 심상정의당,SKY,2023-10-04T06:15:56Z,0
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,국힘이랑 딜했겠지 뭐,노마디즘.,2023-10-03T13:04:27Z,1
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,"뻔~안녕하세요정의당유튜브당사자님
정의당과유튜브의개통당사자님과보내야하지않나요?
소지하고계시는국내외잔돈현금수표서류문서표시표지언제그림일기만화애니메이션게임오락실엔씨소프트블리자드트위터네이트인스타그램틱톡카카오톡메신저이메일드론티브이드라마극장매거진스튜디오방송일일사버스택시트럭코란도카니발페라리에쿠스자동차등번호판을하고계시는당사자님과보내고이동못해도되는데바로이동못해도됩니다지내는조상파쪽수와빨리보내세요",신수연ᄉ,2023-10-03T07:04:49Z,0
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,뭐하니 너?,composer of nature   (자연을담는음악가),2023-10-03T05:44:05Z,1
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,자멸로 가서 국힘에서 한자리 노리는 구나.  역겹다,If not now When,2023-10-02T16:52:50Z,1
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,윤석열 정권 탄생의 일등공신 정의당이 감히 누굴 비판하나? 선거판 어지럽히고 또 김태우 도우미 역할 그만하고 꺼져주세요.,김미진,2023-10-01T18:56:01Z,0
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,아주 역겨운당.빨리 망해라.,kokomo,2023-10-01T13:15:54Z,0
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,큰언니 상정이는 석열이 도우미하고 동생 머시깽이는 김태우 도우미 하는거냐?,블루블루,2023-10-01T07:50:42Z,2
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,창피한 줄 알아야,이재천,2023-10-01T04:09:29Z,2
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,"여성들의 당
그냥페미당으로 이름을 바꿔",이재천,2023-10-01T04:08:47Z,0
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,시끄러워,이재천,2023-10-01T04:08:00Z,2
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,"사퇴하세요 국짐하고 손잡고 민주진영 엿먹이는겁니까 왜 민주진영에 똥물띠는겁니까
당신들이 노동자들 피눈물흘리는 현장서 머햇나요 
양심도음시말야~~  다시는 이잼 옆에 오지마라
국짐당하고 통합해라  노동자인생에 해악질하는 반노동자당
노동자고통당할때 당신들 코빼기도 안보이드만",김사랑,2023-09-30T15:49:05Z,0
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,빵 터짐. 꺼지삼. ㅋㅋ,철희유,2023-09-30T14:23:13Z,2
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,국짐 2중대 정의당 아웃. 비례대표 1번도 당선 안 될 당. 그동안 정의당 밀어줬던 민심에 못 질 하고 굥을 대통령으로 뽑은 정의없는 정의당.,이통통,2023-09-30T14:15:01Z,0
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,그냥 없어질 정당아냐? 변해도 너무 변했다.,Ryan Park,2023-09-30T12:58:03Z,3
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,자기를 공천한 높은 분만 바라보는 후보는 구청장으로서 부적절하죠,Bolog,2023-09-29T13:28:49Z,0
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,힘내라 정의당,Hc P,2023-09-29T04:21:09Z,2
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,에휴 의미 없다,홍카,2023-09-28T18:48:24Z,2
[생중계] 권수정 정의당 강서구청장 후보 출정식ㅣ우장산역 사거리 & 송화벽화시장,2023-09-28T13:43:17Z,40,윤석열 대통령 당선의 1등 공신 정의당 만세!!!!,NH H,2023-09-28T11:18:24Z,7
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,국짐 2중대 정의당은 없어져야 할때인지 모르는가...,seongwoo,2023-10-08T09:27:09Z,0
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,그만좀기어나와라,ㅋㅋㅋ,2023-10-04T08:47:35Z,0
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,"이젠  정의당  자체가  싫다
노회찬 한테  미안한 마음만 있다

그냥  해산해라",5어쩌라고,2023-10-03T13:42:25Z,0
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,얼굴에 덕지덕지 가식이 가득찼네,야민어,2023-10-03T09:38:49Z,1
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,승무원이랑 안전이랑 연결이 썩 많질않은것같은데…소방관이라면 모를까..,장첸,2023-10-03T09:20:11Z,0
